lat,lon,type,nom,category,source
36.80805710357801,10.217638054805484,restaurant,Restaurant 1,food,simulé
36.81175414838185,10.204907969754457,restaurant,Restaurant 2,food,simulé
36.80579699711288,10.188901559539303,restaurant,Restaurant 3,food,simulé
36.804784082537246,10.214581215784397,restaurant,Restaurant 4,food,simulé
36.810400504254254,10.20886430460085,restaurant,Restaurant 5,food,simulé
36.804396239660846,10.218332151919086,restaurant,Restaurant 6,food,simulé
36.81279306114986,10.190938939357968,restaurant,Restaurant 7,food,simulé
36.80606390472483,10.189892685025054,restaurant,Restaurant 8,food,simulé
36.8073300323311,10.202235724743192,restaurant,Restaurant 9,food,simulé
36.80865082638321,10.193791546024581,restaurant,Restaurant 10,food,simulé
36.8105115631713,10.1883049075656,restaurant,Restaurant 11,food,simulé
36.8072049102993,10.196508290472973,restaurant,Restaurant 12,food,simulé
36.80890034414716,10.21165230743728,restaurant,Restaurant 13,food,simulé
36.806248510020204,10.201855257044242,restaurant,Restaurant 14,food,simulé
36.81031051800966,10.184940523479659,restaurant,Restaurant 15,food,simulé
36.81046700629066,10.189426939535165,restaurant,Restaurant 16,food,simulé
36.8048561504118,10.217571927829495,restaurant,Restaurant 17,food,simulé
36.81417060174112,10.212491976061802,restaurant,Restaurant 18,food,simulé
36.807333874922705,10.18679266331855,restaurant,Restaurant 19,food,simulé
36.811260170607966,10.19917650726383,restaurant,Restaurant 20,food,simulé
36.805445547292294,10.20116615054225,cafe,Cafe 1,food,simulé
36.80453901084511,10.21614128102848,cafe,Cafe 2,food,simulé
36.80685982889129,10.207217238786196,cafe,Cafe 3,food,simulé
36.80740728038089,10.202066195196815,cafe,Cafe 4,food,simulé
36.80983781134037,10.189945114016597,cafe,Cafe 5,food,simulé
36.81421148232128,10.211289154797106,cafe,Cafe 6,food,simulé
36.8139003144929,10.215617222715773,cafe,Cafe 7,food,simulé
36.81036725206885,10.216595218588989,cafe,Cafe 8,food,simulé
36.805098593170825,10.190347509197416,cafe,Cafe 9,food,simulé
36.804651113185564,10.195024620522563,cafe,Cafe 10,food,simulé
36.808203320377615,10.193072695617643,cafe,Cafe 11,food,simulé
36.812754740010654,10.196160853430847,cafe,Cafe 12,food,simulé
36.80708896697203,10.202884409625824,marketplace,Marketplace 1,food,simulé
36.80564087980013,10.21226777524224,marketplace,Marketplace 2,food,simulé
36.8049543964334,10.218946031068882,marketplace,Marketplace 3,food,simulé
36.8121704514203,10.190446325968987,school,School 1,school,simulé
36.804240453711216,10.2127474081207,school,School 2,school,simulé
36.81149416758736,10.209621284311202,school,School 3,school,simulé
36.812160373240076,10.185938311294557,school,School 4,school,simulé
36.80789085065993,10.187450651766706,school,School 5,school,simulé
36.81311017706487,10.205798921491434,school,School 6,school,simulé
36.8076057256196,10.185559134184333,park,Park 1,park,simulé
36.807399743078456,10.195019304792497,park,Park 2,park,simulé
36.81172945241282,10.206314529122826,park,Park 3,park,simulé
36.8133595329769,10.200335861699111,park,Park 4,park,simulé
