lat,lon,type,nom,category,source
37.1615432235635,9.791650368043836,restaurant,Restaurant 1,food,simulé
37.16806955827057,9.787016440325075,restaurant,Restaurant 2,food,simulé
37.15755349337422,9.781189884754035,restaurant,Restaurant 3,food,simulé
37.155765411297594,9.790537636195241,restaurant,Restaurant 4,food,simulé
37.16567999170601,9.78845660114379,restaurant,Restaurant 5,food,simulé
37.15508075840334,9.791903029030887,restaurant,Restaurant 6,food,simulé
37.169903534544915,9.78193151929752,restaurant,Restaurant 7,food,simulé
37.158024661159274,9.781550668192857,restaurant,Restaurant 8,food,simulé
37.1602597361932,9.786043706036232,restaurant,Restaurant 9,food,simulé
37.162591313039165,9.782969907733275,restaurant,Restaurant 10,food,simulé
37.165876042255384,9.780972695150956,restaurant,Restaurant 11,food,simulé
37.16003886024981,9.783958840435117,restaurant,Restaurant 12,food,simulé
37.163031782800644,9.789471472888318,restaurant,Restaurant 13,food,simulé
37.15835054196685,9.785905210510931,restaurant,Restaurant 14,food,simulé
37.165521140411954,9.779748012628419,restaurant,Restaurant 15,food,simulé
37.16579738669884,9.781381130367553,restaurant,Restaurant 16,food,simulé
37.15589263157648,9.791626296906388,restaurant,Restaurant 17,food,simulé
37.17233528515875,9.789777123926637,restaurant,Restaurant 18,food,simulé
37.16026651945937,9.780422217247168,restaurant,Restaurant 19,food,simulé
37.16719754712078,9.784930108395798,restaurant,Restaurant 20,food,simulé
37.156933084565686,9.785654366175802,cafe,Cafe 1,food,simulé
37.15533279011636,9.791105521605955,cafe,Cafe 2,food,simulé
37.15942969349926,9.787857046317365,cafe,Cafe 3,food,simulé
37.16039610095347,9.785981994927393,cafe,Cafe 4,food,simulé
37.16468667880661,9.781569753073766,cafe,Cafe 5,food,simulé
37.17240745100018,9.789339280284835,cafe,Cafe 6,food,simulé
37.17185815135525,9.790914757103458,cafe,Cafe 7,food,simulé
37.16562129214914,9.791270761181009,cafe,Cafe 8,food,simulé
37.15632061194367,9.781716230506936,cafe,Cafe 9,food,simulé
37.15553068260457,9.783418763972065,cafe,Cafe 10,food,simulé
37.16180133776679,9.782708236203744,cafe,Cafe 11,food,simulé
37.1698358868441,9.78383236852754,cafe,Cafe 12,food,simulé
37.15983418732836,9.78627983634065,marketplace,Marketplace 1,food,simulé
37.157277901951716,9.789695511715237,marketplace,Marketplace 2,food,simulé
37.15606606372421,9.792126489565268,marketplace,Marketplace 3,food,simulé
37.16880445143866,9.781752201183881,school,School 1,school,simulé
37.15480575193091,9.789870104742809,school,School 2,school,simulé
37.167610618286794,9.788732152269198,school,School 3,school,simulé
37.16878666058654,9.780111221247557,school,School 4,school,simulé
37.161249739917245,9.780661734178619,school,School 5,school,simulé
37.17046333425309,9.787340759128407,school,School 6,school,simulé
37.16074641319408,9.779973195514474,park,Park 1,park,simulé
37.160382795472714,9.783416828972511,park,Park 2,park,simulé
37.16802596286711,9.787528447465565,park,Park 3,park,simulé
37.17090351829992,9.785352129508146,park,Park 4,park,simulé
