lat,lon,type,nom,category,source
36.87027287905385,10.352444594109382,restaurant,Restaurant 1,food,simulé
36.87482844215154,10.347667703562339,restaurant,Restaurant 2,food,simulé
36.86748793644274,10.341661391008854,restaurant,Restaurant 3,food,simulé
36.86623980543361,10.351297533004518,restaurant,Restaurant 4,food,simulé
36.87316045824486,10.349152295256182,restaurant,Restaurant 5,food,simulé
36.86576189867586,10.352705050023653,restaurant,Restaurant 6,food,simulé
36.87610860858683,10.342425905963585,restaurant,Restaurant 7,food,simulé
36.86781682465807,10.342033305096217,restaurant,Restaurant 8,food,simulé
36.86937696918055,10.34666495912799,restaurant,Restaurant 9,food,simulé
36.87100447465119,10.343496330062527,restaurant,Restaurant 10,food,simulé
36.87329730697973,10.34143750081789,restaurant,Restaurant 11,food,simulé
36.869222791630364,10.344515772652443,restaurant,Restaurant 12,food,simulé
36.87131193479245,10.35019847714272,restaurant,Restaurant 13,food,simulé
36.868044298523245,10.346522190831683,restaurant,Restaurant 14,food,simulé
36.87304957562457,10.340175035212017,restaurant,Restaurant 15,food,simulé
36.873242403214164,10.3418585368037,restaurant,Restaurant 16,food,simulé
36.866328608725766,10.352419780345356,restaurant,Restaurant 17,food,simulé
36.87780603813288,10.35051355792176,restaurant,Restaurant 18,food,simulé
36.86938170408896,10.340870039939224,restaurant,Restaurant 19,food,simulé
36.874219754121725,10.345517005520456,restaurant,Restaurant 20,food,simulé
36.867054873843216,10.34626360761546,cafe,Cafe 1,food,simulé
36.86593782381958,10.351882938434832,cafe,Cafe 2,food,simulé
36.868797576299905,10.348534243366595,cafe,Cafe 3,food,simulé
36.869472155575004,10.346601344149434,cafe,Cafe 4,food,simulé
36.87246709822089,10.342052978771067,cafe,Cafe 5,food,simulé
36.87785641189686,10.350062206221747,cafe,Cafe 6,food,simulé
36.87747298547079,10.35168628859392,cafe,Cafe 7,food,simulé
36.87311948432196,10.352053275870366,cafe,Cafe 8,food,simulé
36.86662735092255,10.342203975227708,cafe,Cafe 9,food,simulé
36.86607595827898,10.343959034112782,cafe,Cafe 10,food,simulé
36.8704530499449,10.343226585618567,cafe,Cafe 11,food,simulé
36.87606138861064,10.344385398918442,cafe,Cafe 12,food,simulé
36.86907992424002,10.3469083743661,marketplace,Marketplace 1,food,simulé
36.86729556596671,10.350429427865182,marketplace,Marketplace 2,food,simulé
36.86644966918736,10.352935404612483,marketplace,Marketplace 3,food,simulé
36.875341418017406,10.342241055647838,school,School 1,school,simulé
36.865569936511235,10.350609407319677,school,School 2,school,simulé
36.87450808928152,10.349436347499996,school,School 3,school,simulé
36.875328999507936,10.340549449299735,school,School 4,school,simulé
36.87006801930812,10.341116946286311,school,School 5,school,simulé
36.87649936434901,10.348002028031749,school,School 6,school,simulé
36.869716683259774,10.340407165289358,park,Park 1,park,simulé
36.86946286797946,10.34395703941592,park,Park 2,park,simulé
36.87479801134771,10.348195506803533,park,Park 3,park,simulé
36.87680662505351,10.345952046544957,park,Park 4,park,simulé
