lat,lon,type,nom,category,source
36.81151210299543,10.145271116785157,restaurant,Restaurant 1,food,simulé
36.814183598483034,10.141635365897999,restaurant,Restaurant 2,food,simulé
36.809878943392704,10.137063886610417,restaurant,Restaurant 3,food,simulé
36.80914700833059,10.144398074292647,restaurant,Restaurant 4,food,simulé
36.81320545124096,10.142765307125416,restaurant,Restaurant 5,food,simulé
36.808866751923325,10.145469353025248,restaurant,Restaurant 6,food,simulé
36.81493431991569,10.137645768463797,restaurant,Restaurant 7,food,simulé
36.810071811620915,10.13734695505416,restaurant,Restaurant 8,food,simulé
36.81098671916636,10.140872164620752,restaurant,Restaurant 9,food,simulé
36.811941128846925,10.138460481576653,restaurant,Restaurant 10,food,simulé
36.81328570274223,10.136893480997726,restaurant,Restaurant 11,food,simulé
36.810896305616865,10.139236392028062,restaurant,Restaurant 12,food,simulé
36.81212143111964,10.143561569188499,restaurant,Restaurant 13,food,simulé
36.810205207952244,10.140763501892385,restaurant,Restaurant 14,food,simulé
36.81314042691501,10.135932602702242,restaurant,Restaurant 15,food,simulé
36.81325350580876,10.137213936730143,restaurant,Restaurant 16,food,simulé
36.80919908478946,10.145252230720322,restaurant,Restaurant 17,food,simulé
36.81592973481295,10.143801381093468,restaurant,Restaurant 18,food,simulé
36.81098949583439,10.136461579455768,restaurant,Restaurant 19,food,simulé
36.813826648685584,10.139998442833347,restaurant,Restaurant 20,food,simulé
36.80962498471499,10.140566690986102,cafe,Cafe 1,food,simulé
36.80896991880249,10.144843633656349,cafe,Cafe 2,food,simulé
36.810646948772884,10.142294900134981,cafe,Cafe 3,food,simulé
36.811042538835146,10.140823746468307,cafe,Cafe 4,food,simulé
36.81279884768052,10.137361928933103,cafe,Cafe 5,food,simulé
36.81595927524083,10.143457851693416,cafe,Cafe 6,food,simulé
36.81573442444959,10.144693961013337,cafe,Cafe 7,food,simulé
36.81318142311364,10.144973279599931,cafe,Cafe 8,food,simulé
36.809374274642735,10.137476854216775,cafe,Cafe 9,food,simulé
36.809050924284584,10.13881265139186,cafe,Cafe 10,food,simulé
36.811617759686406,10.138255175720936,cafe,Cafe 11,food,simulé
36.8149066289474,10.13913716295543,cafe,Cafe 12,food,simulé
36.81081252462636,10.141057430989992,marketplace,Marketplace 1,food,simulé
36.80976613256171,10.143737348659643,marketplace,Marketplace 2,food,simulé
36.80927007765466,10.145644678771662,marketplace,Marketplace 3,food,simulé
36.81448442028739,10.13750507658634,school,School 1,school,simulé
36.808754180536305,10.14387433326394,school,School 2,school,simulé
36.813995735593565,10.142981502825792,school,School 3,school,simulé
36.81447713776462,10.136217573927388,school,School 4,school,simulé
36.811391968146104,10.136649502951528,school,School 5,school,simulé
36.815163468811896,10.141889824415374,school,School 6,school,simulé
36.81118593595038,10.136109279795074,park,Park 1,park,simulé
36.81103709235816,10.138811133203236,park,Park 2,park,simulé
36.81416575310292,10.14203708351818,park,Park 3,park,simulé
36.81534365412993,10.140329557975132,park,Park 4,park,simulé
