lat,lon,type,nom,category,source
36.8918219940036,10.237999526043515,restaurant,Restaurant 1,food,simulé
36.902304313063865,10.22267833830547,restaurant,Restaurant 2,food,simulé
36.88541386039023,10.203413956729417,restaurant,Restaurant 3,food,simulé
36.88254191960349,10.23432049292321,restaurant,Restaurant 4,food,simulé
36.89846629367477,10.227439952127623,restaurant,Restaurant 5,food,simulé
36.88144225947185,10.238834900838208,restaurant,Restaurant 6,food,simulé
36.905249967143774,10.205866028225431,restaurant,Restaurant 7,food,simulé
36.88617062989035,10.204606817545214,restaurant,Restaurant 8,food,simulé
36.889760511605104,10.219462180099491,restaurant,Restaurant 9,food,simulé
36.893505390393884,10.209299259198108,restaurant,Restaurant 10,food,simulé
36.89878118166362,10.202695861220489,restaurant,Restaurant 11,food,simulé
36.88940575013251,10.212568974330667,restaurant,Restaurant 12,food,simulé
36.89421285404437,10.230795429699056,restaurant,Restaurant 13,food,simulé
36.886694045674844,10.21900427137221,restaurant,Restaurant 14,food,simulé
36.8982111535353,10.198646684801245,restaurant,Restaurant 15,food,simulé
36.89865484848022,10.204046273443574,restaurant,Restaurant 16,food,simulé
36.882746255362235,10.237919939472835,restaurant,Restaurant 17,food,simulé
36.90915574074464,10.231806005872151,restaurant,Restaurant 18,food,simulé
36.88977140659646,10.200875812263867,restaurant,Restaurant 19,food,simulé
36.90090372613315,10.215780284405554,restaurant,Restaurant 20,food,simulé
36.884417386355295,10.218174902986515,cafe,Cafe 1,food,simulé
36.881847062006166,10.236198096442148,cafe,Cafe 2,food,simulé
36.888427332609226,10.22545763979726,cafe,Cafe 3,food,simulé
36.889979534837885,10.219258144227242,cafe,Cafe 4,food,simulé
36.89687087707333,10.204669918020908,cafe,Cafe 5,food,simulé
36.909271650425815,10.230358360366418,cafe,Cafe 6,food,simulé
36.90838938888142,10.235567370428733,cafe,Cafe 7,food,simulé
36.89837201296264,10.23674442920882,cafe,Cafe 8,food,simulé
36.883433659082975,10.205154217386193,cafe,Cafe 9,food,simulé
36.88216490843821,10.210783315730554,cafe,Cafe 10,food,simulé
36.89223656597306,10.208434092783575,cafe,Cafe 11,food,simulé
36.905141314306384,10.212150819375044,cafe,Cafe 12,food,simulé
36.889077013259204,10.220242899382182,marketplace,Marketplace 1,food,simulé
36.88497121726042,10.231536170844832,marketplace,Marketplace 2,food,simulé
36.88302481464389,10.239573729971307,marketplace,Marketplace 3,food,simulé
36.90348466696984,10.205273147487823,school,School 1,school,simulé
36.88100055586377,10.232113428997213,school,School 2,school,simulé
36.901567183334045,10.22835100874741,school,School 3,school,simulé
36.90345609206576,10.199847564007747,school,School 4,school,simulé
36.891350613150934,10.201667728775286,school,School 5,school,simulé
36.90614909343967,10.223750635841034,school,School 6,school,simulé
36.89054219134289,10.199391208557769,park,Park 1,park,simulé
36.88995816414502,10.210776918027948,park,Park 2,park,simulé
36.90223429199552,10.224371191107403,park,Park 3,park,simulé
36.906856098187546,10.217175615771108,park,Park 4,park,simulé
