lat,lon,type,nom,category,source
35.86653878394228,10.606737125297574,restaurant,Restaurant 1,food,simulé
35.89025813280041,10.592440476331097,restaurant,Restaurant 2,food,simulé
35.852038485312654,10.574464317716114,restaurant,Restaurant 3,food,simulé
35.84553986940247,10.60330411175082,restaurant,Restaurant 4,food,simulé
35.88157347816524,10.596883677634622,restaurant,Restaurant 5,food,simulé
35.84305156293728,10.60751663798284,restaurant,Restaurant 6,food,simulé
35.896923546850005,10.576752417439097,restaurant,Restaurant 7,food,simulé
35.85375090025398,10.575577411076818,restaurant,Restaurant 8,food,simulé
35.86187406997072,10.58943938492241,restaurant,Restaurant 9,food,simulé
35.87034796643502,10.579956065803469,restaurant,Restaurant 10,food,simulé
35.88228600542335,10.573794241766972,restaurant,Restaurant 11,food,simulé
35.86107131715606,10.583007132748786,restaurant,Restaurant 12,food,simulé
35.871948812300694,10.600014772023247,restaurant,Restaurant 13,food,simulé
35.85493528335841,10.589012096878916,restaurant,Restaurant 14,food,simulé
35.88099614809723,10.570015836668162,restaurant,Restaurant 15,food,simulé
35.88200013921071,10.575054350959782,restaurant,Restaurant 16,food,simulé
35.846002239524765,10.606662860737742,restaurant,Restaurant 17,food,simulé
35.90576151543951,10.600957770245556,restaurant,Restaurant 18,food,simulé
35.86189872311277,10.57209590078457,restaurant,Restaurant 19,food,simulé
35.88708889040045,10.58600370022437,restaurant,Restaurant 20,food,simulé
35.84978366792665,10.588238188949784,cafe,Cafe 1,food,simulé
35.84396754846253,10.605056158580833,cafe,Cafe 2,food,simulé
35.85885735797104,10.595033923946222,cafe,Cafe 3,food,simulé
35.86236967484942,10.589248993074731,cafe,Cafe 4,food,simulé
35.87796337598021,10.575636291978615,cafe,Cafe 5,food,simulé
35.90602379539379,10.599606929829184,cafe,Cafe 6,food,simulé
35.904027417566006,10.60446760966661,cafe,Cafe 7,food,simulé
35.88136014015398,10.605565957685023,cafe,Cafe 8,food,simulé
35.84755769386315,10.576088205899293,cafe,Cafe 9,food,simulé
35.84468677007386,10.581340882415178,cafe,Cafe 10,food,simulé
35.86747687570555,10.579148753685267,cafe,Cafe 11,food,simulé
35.896677687652286,10.582616940113834,cafe,Cafe 12,food,simulé
35.86032745269862,10.590167896948817,marketplace,Marketplace 1,food,simulé
35.85103687424211,10.60070597927932,marketplace,Marketplace 2,food,simulé
35.84663256233227,10.608206061083889,marketplace,Marketplace 3,food,simulé
35.892929032809356,10.576199183060048,school,School 1,school,simulé
35.842052077812696,10.60124463576658,school,School 2,school,simulé
35.88859015865129,10.597733811247263,school,School 3,school,simulé
35.892864373632825,10.571136412224055,school,School 4,school,simulé
35.86547214526957,10.572834861273018,school,School 5,school,simulé
35.89895808616877,10.593441068564266,school,School 6,school,simulé
35.863642851696326,10.570710573589098,park,Park 1,park,simulé
35.86232131733269,10.581334912531517,park,Park 2,park,simulé
35.89009968941227,10.594020126856563,park,Park 3,park,simulé
35.900557893631486,10.587305724784498,park,Park 4,park,simulé
