lat,lon,type,nom,category,source
36.88733199341639,10.31689875046594,restaurant,Restaurant 1,food,simulé
36.88937356947902,10.313832907543782,restaurant,Restaurant 2,food,simulé
36.88608392110377,10.309978012680897,restaurant,Restaurant 3,food,simulé
36.88552457106588,10.316162558347868,restaurant,Restaurant 4,food,simulé
36.88862606232267,10.31478572923648,restaurant,Restaurant 5,food,simulé
36.8853103971041,10.317065912956568,restaurant,Restaurant 6,food,simulé
36.889947276196374,10.310468683911433,restaurant,Restaurant 7,food,simulé
36.886231312390706,10.31021670983361,restaurant,Restaurant 8,food,simulé
36.88693049131613,10.313189338909227,restaurant,Restaurant 9,food,simulé
36.887659858057276,10.311155689844503,restaurant,Restaurant 10,food,simulé
36.88868739109704,10.309834318336105,restaurant,Restaurant 11,food,simulé
36.88686139663143,10.31180997547614,restaurant,Restaurant 12,food,simulé
36.887797646350656,10.315457176342196,restaurant,Restaurant 13,food,simulé
36.88633325482637,10.313097709183483,restaurant,Restaurant 14,food,simulé
36.888576370265184,10.309024058774133,restaurant,Restaurant 15,food,simulé
36.88866278596895,10.31010454227872,restaurant,Restaurant 16,food,simulé
36.88556436827024,10.316882824812618,restaurant,Restaurant 17,food,simulé
36.890707979418984,10.315659397466339,restaurant,Restaurant 18,food,simulé
36.886932613265806,10.309470117837614,restaurant,Restaurant 19,food,simulé
36.88910078587694,10.312452573976483,restaurant,Restaurant 20,food,simulé
36.885889844056024,10.312931748604013,cafe,Cafe 1,food,simulé
36.88538923797503,10.316538275789464,cafe,Cafe 2,food,simulé
36.88667083633811,10.31438905906107,cafe,Cafe 3,food,simulé
36.88697314910842,10.313148510355626,cafe,Cafe 4,food,simulé
36.88831533295785,10.3102293365405,cafe,Cafe 5,food,simulé
36.890730554426405,10.315369716678958,cafe,Cafe 6,food,simulé
36.89055872183481,10.316412064498465,cafe,Cafe 7,food,simulé
36.88860769985498,10.316647599588276,cafe,Cafe 8,food,simulé
36.88569824961592,10.310326247159093,cafe,Cafe 9,food,simulé
36.88545114294698,10.31145265665242,cafe,Cafe 10,food,simulé
36.887412737019424,10.3109825659083,cafe,Cafe 11,food,simulé
36.88992611455927,10.31172630067018,cafe,Cafe 12,food,simulé
36.88679737059601,10.313345564570577,marketplace,Marketplace 1,food,simulé
36.88599771025549,10.315605402187199,marketplace,Marketplace 2,food,simulé
36.88561862152834,10.317213756198692,marketplace,Marketplace 3,food,simulé
36.88960345966515,10.310350045641073,school,School 1,school,simulé
36.885224369240625,10.315720914303556,school,School 2,school,simulé
36.889230003307944,10.314968036022169,school,School 3,school,simulé
36.88959789430888,10.309264360445162,school,School 4,school,simulé
36.88724018550064,10.30962858411797,school,School 5,school,simulé
36.89012239343069,10.314047479407666,school,School 6,school,simulé
36.88708273421506,10.309173041537633,park,Park 1,park,simulé
36.88696898687154,10.31145137644154,park,Park 2,park,simulé
36.88935993191121,10.31417165548355,park,Park 3,park,simulé
36.89026009234646,10.31273178645428,park,Park 4,park,simulé
