lat,lon,type,nom,category,source
36.80905502841787,10.136710550978643,restaurant,Restaurant 1,food,simulé
36.80921948577274,10.136587838401253,restaurant,Restaurant 2,food,simulé
36.80895449105609,10.136433543450009,restaurant,Restaurant 3,food,simulé
36.80890943310828,10.136681084357372,restaurant,Restaurant 4,food,simulé
36.8091592709946,10.136625975777717,restaurant,Restaurant 5,food,simulé
36.808892180514135,10.13671724177807,restaurant,Restaurant 6,food,simulé
36.809265700210176,10.13645318292042,restaurant,Restaurant 7,food,simulé
36.80896636403091,10.136443097475956,restaurant,Restaurant 8,food,simulé
36.80902268577114,10.136562079101811,restaurant,Restaurant 9,food,simulé
36.809081439264176,10.13648068082911,restaurant,Restaurant 10,food,simulé
36.8091642112798,10.13642779198007,restaurant,Restaurant 11,food,simulé
36.809017119909896,10.1365068690841,restaurant,Restaurant 12,food,simulé
36.809092538678335,10.136652850933103,restaurant,Restaurant 13,food,simulé
36.808974575913695,10.136558411555855,restaurant,Restaurant 14,food,simulé
36.80915526809484,10.13639536075586,restaurant,Restaurant 15,food,simulé
36.80916222923546,10.136438607888554,restaurant,Restaurant 16,food,simulé
36.808912638936896,10.136709913542866,restaurant,Restaurant 17,food,simulé
36.809326977985776,10.13666094497966,restaurant,Restaurant 18,food,simulé
36.80902285670292,10.136413214592059,restaurant,Restaurant 19,food,simulé
36.80919751193083,10.13653258955322,restaurant,Restaurant 20,food,simulé
36.80893885735109,10.13655176886379,cafe,Cafe 1,food,simulé
36.808898531470795,10.13669612271935,cafe,Cafe 2,food,simulé
36.80900176949393,10.136610098767434,cafe,Cafe 3,food,simulé
36.80902612203189,10.136560444909463,cafe,Cafe 4,food,simulé
36.80913424046532,10.136443602869019,cafe,Cafe 5,food,simulé
36.809328796495535,10.136649350296912,cafe,Cafe 6,food,simulé
36.809314954673034,10.136691071021266,cafe,Cafe 7,food,simulé
36.80915779182225,10.13670049848336,cafe,Cafe 8,food,simulé
36.80892342363034,10.136447481786526,cafe,Cafe 9,food,simulé
36.80890351817108,10.136492567140092,cafe,Cafe 10,food,simulé
36.80906153264744,10.136473751418515,cafe,Cafe 11,food,simulé
36.80926399555321,10.136503519939554,cafe,Cafe 12,food,simulé
36.80901196234922,10.136568332146746,marketplace,Marketplace 1,food,simulé
36.80894754641742,10.136658783779612,marketplace,Marketplace 2,food,simulé
36.80891700926014,10.136723159310622,marketplace,Marketplace 3,food,simulé
36.809238004373455,10.136448434337957,school,School 1,school,simulé
36.808885250615646,10.136663407235503,school,School 2,school,simulé
36.80920792092675,10.136633272738493,school,School 3,school,simulé
36.8092375560611,10.13640497900381,school,School 4,school,simulé
36.80904763291239,10.136419557319389,school,School 5,school,simulé
36.809279806624176,10.136596426795087,school,School 6,school,simulé
36.80903494956327,10.136401323898577,park,Park 1,park,simulé
36.809025786746574,10.136492515898727,park,Park 2,park,simulé
36.80921838721053,10.136601397032216,park,Park 3,park,simulé
36.809290898838604,10.136543765234315,park,Park 4,park,simulé
